date,station,mean
13/7/2018,48324,1002.49
14/7/2018,48324,1003.24
15/7/2018,48324,1003.93
16/7/2018,48324,1003.99
17/7/2018,48324,1001.96
18/7/2018,48324,1001.24
19/7/2018,48324,1002.1
20/7/2018,48324,1004.32
21/7/2018,48324,1005.37
22/7/2018,48324,1005.74
23/7/2018,48324,1004.48
24/7/2018,48324,1004.88
25/7/2018,48324,1005.42
26/7/2018,48324,1005.48
27/7/2018,48324,1005.02
28/7/2018,48324,1004.99
29/7/2018,48324,1004.37
30/7/2018,48324,1004.47
31/7/2018,48324,1006.32
1/8/2018,48324,1006.26
2/8/2018,48324,1006.41
3/8/2018,48324,1004.9
4/8/2018,48324,1004.34
5/8/2018,48324,1004.83
6/8/2018,48324,1005.06
7/8/2018,48324,1004.67
8/8/2018,48324,1004.4
9/8/2018,48324,1004.26
10/8/2018,48324,1004.4
11/8/2018,48324,1003.34
12/8/2018,48324,1003.38
13/8/2018,48324,1003.98
14/8/2018,48324,1004.22
15/8/2018,48324,1006.14
16/8/2018,48324,1004.43
17/8/2018,48324,999.94
18/8/2018,48324,1000.2
19/8/2018,48324,1004.04
20/8/2018,48324,1006.05
21/8/2018,48324,1005.13
22/8/2018,48324,1003.68
23/8/2018,48324,1004.19
24/8/2018,48324,1005.13
25/8/2018,48324,1005.76
26/8/2018,48324,1004.76
27/8/2018,48324,1005.16
28/8/2018,48324,1006.66
29/8/2018,48324,1005.99
30/8/2018,48324,1003.9
31/8/2018,48324,1005.7
1/9/2018,48324,1008.26
2/9/2018,48324,1007.15
3/9/2018,48324,1005.67
4/9/2018,48324,1006.65
5/9/2018,48324,1007.83
6/9/2018,48324,1006.86
7/9/2018,48324,1005.95
8/9/2018,48324,1006.92
9/9/2018,48324,1009.14
10/9/2018,48324,1011.04
11/9/2018,48324,1009.13
12/9/2018,48324,1007.33
13/9/2018,48324,1006.46
14/9/2018,48324,1006.88
15/9/2018,48324,1006.47
16/9/2018,48324,1004.08
17/9/2018,48324,1002.71
18/9/2018,48324,1005.6
19/9/2018,48324,1008.89
20/9/2018,48324,1010.22
21/9/2018,48324,1010.34
22/9/2018,48324,1010.98
23/9/2018,48324,1011.85
24/9/2018,48324,1010.42
25/9/2018,48324,1008.4
26/9/2018,48324,1007.52
27/9/2018,48324,1007.42
28/9/2018,48324,1007.67
29/9/2018,48324,1008.99
30/9/2018,48324,1009.18
1/10/2018,48324,1010.19
2/10/2018,48324,1011.44
3/10/2018,48324,1011.91
4/10/2018,48324,1011.82
5/10/2018,48324,1011.8
6/10/2018,48324,1011.18
7/10/2018,48324,1011.19
8/10/2018,48324,1010.84
9/10/2018,48324,1010.29
10/10/2018,48324,1011.17
11/10/2018,48324,1012.53
12/10/2018,48324,1013.86
13/10/2018,48324,1013.3
14/10/2018,48324,1011.75
15/10/2018,48324,1011.38
16/10/2018,48324,1010.79
17/10/2018,48324,1009.57
18/10/2018,48324,1009.05
19/10/2018,48324,1010.12
20/10/2018,48324,1011.42
21/10/2018,48324,1012.53
22/10/2018,48324,1012.43
23/10/2018,48324,1012.2
24/10/2018,48324,1012.74
25/10/2018,48324,1013.45
26/10/2018,48324,1013.81
27/10/2018,48324,1014.03
28/10/2018,48324,1013.68
29/10/2018,48324,1012.51
30/10/2018,48324,1012.14
31/10/2018,48324,1013.46
1/11/2018,48324,1013.35
2/11/2018,48324,1013.83
3/11/2018,48324,1014.31
4/11/2018,48324,1013.27
5/11/2018,48324,1012.49
6/11/2018,48324,1012.5
7/11/2018,48324,1012.88
8/11/2018,48324,1011.75
9/11/2018,48324,1011.53
10/11/2018,48324,1012.74
11/11/2018,48324,1012.42
12/11/2018,48324,1011.25
13/11/2018,48324,1009.47
14/11/2018,48324,1009.66
15/11/2018,48324,1010.59
16/11/2018,48324,1011.02
17/11/2018,48324,1010.78
18/11/2018,48324,1011.71
19/11/2018,48324,1012.5
20/11/2018,48324,1012.23
21/11/2018,48324,1011.87
22/11/2018,48324,1013.1
23/11/2018,48324,1014.47
24/11/2018,48324,1013.44
25/11/2018,48324,1012.99
26/11/2018,48324,1013.57
27/11/2018,48324,1015.23
28/11/2018,48324,1015.7
29/11/2018,48324,1016.1
30/11/2018,48324,1014.92
1/12/2018,48324,1013.07
2/12/2018,48324,1011.31
3/12/2018,48324,1011.7
4/12/2018,48324,1012.22
5/12/2018,48324,1010.71
6/12/2018,48324,1010.02
7/12/2018,48324,1011
8/12/2018,48324,1013.07
9/12/2018,48324,1013.01
10/12/2018,48324,1013.14
11/12/2018,48324,1013.19
12/12/2018,48324,1014.34
13/12/2018,48324,1016.13
14/12/2018,48324,1016.78
15/12/2018,48324,1016.98
16/12/2018,48324,1016.94
17/12/2018,48324,1016.28
18/12/2018,48324,1015.22
19/12/2018,48324,1014.61
20/12/2018,48324,1013.15
21/12/2018,48324,1011.68
22/12/2018,48324,1012.31
23/12/2018,48324,1012.61
24/12/2018,48324,1012.65
25/12/2018,48324,1011.31
26/12/2018,48324,1010.95
27/12/2018,48324,1010.52
28/12/2018,48324,1010.86
29/12/2018,48324,1013.61
30/12/2018,48324,1016.22
31/12/2018,48324,1017.43
1/1/2019,48324,1017.81
2/1/2019,48324,1017.46
3/1/2019,48324,1018.02
4/1/2019,48324,1016.96
5/1/2019,48324,1015.64
6/1/2019,48324,1014.95
7/1/2019,48324,1013.5
8/1/2019,48324,1013.21
9/1/2019,48324,1013.62
10/1/2019,48324,1013.07
11/1/2019,48324,1013.22
12/1/2019,48324,1013.42
13/1/2019,48324,1013.21
14/1/2019,48324,1011.25
15/1/2019,48324,1010.99
16/1/2019,48324,1012.13
17/1/2019,48324,1013.04
18/1/2019,48324,1013.58
19/1/2019,48324,1013.18
20/1/2019,48324,1012.61
21/1/2019,48324,1013.24
22/1/2019,48324,1014.34
23/1/2019,48324,1014.17
24/1/2019,48324,1013.91
25/1/2019,48324,1014.8
26/1/2019,48324,1015.81
27/1/2019,48324,1016.19
28/1/2019,48324,1015.25
29/1/2019,48324,1014.24
30/1/2019,48324,1014.08
31/1/2019,48324,1014.34
1/2/2019,48324,1014.14
2/2/2019,48324,1012.49
3/2/2019,48324,1013.19
4/2/2019,48324,1013.51
5/2/2019,48324,1012.79
6/2/2019,48324,1010.94
7/2/2019,48324,1011.84
8/2/2019,48324,1011.87
9/2/2019,48324,1012.08
10/2/2019,48324,1013.12
11/2/2019,48324,1014.25
12/2/2019,48324,1016.18
13/2/2019,48324,1015.14
14/2/2019,48324,1012.43
15/2/2019,48324,1012.47
16/2/2019,48324,1012.08
17/2/2019,48324,1010.09
18/2/2019,48324,1010.13
19/2/2019,48324,1011.88
20/2/2019,48324,1013.68
21/2/2019,48324,1013.21
22/2/2019,48324,1010.68
23/2/2019,48324,1009.39
24/2/2019,48324,1009.14
25/2/2019,48324,1009.31
26/2/2019,48324,1009.57
27/2/2019,48324,1009.17
28/2/2019,48324,1008.4
1/3/2019,48324,1009.14
2/3/2019,48324,1007.92
3/3/2019,48324,1006.91
4/3/2019,48324,1006.81
5/3/2019,48324,1007.98
6/3/2019,48324,1009.13
7/3/2019,48324,1008.8
8/3/2019,48324,1008.98
9/3/2019,48324,1008.64
10/3/2019,48324,1010.1
11/3/2019,48324,1010.69
12/3/2019,48324,1009.7
13/3/2019,48324,1010.37
14/3/2019,48324,1011.03
15/3/2019,48324,1011.62
16/3/2019,48324,1011.4
17/3/2019,48324,1011.14
18/3/2019,48324,1009.87
19/3/2019,48324,1008.83
20/3/2019,48324,1008.95
21/3/2019,48324,1008.78
22/3/2019,48324,1008.3
23/3/2019,48324,1007.99
24/3/2019,48324,1007.34
25/3/2019,48324,1009.47
26/3/2019,48324,1011.33
27/3/2019,48324,1011.02
28/3/2019,48324,1009.16
29/3/2019,48324,1006.92
30/3/2019,48324,1007.5
31/3/2019,48324,1008.5
1/4/2019,48324,1009.86
2/4/2019,48324,1009.81
3/4/2019,48324,1009.38
4/4/2019,48324,1009.49
5/4/2019,48324,1009
6/4/2019,48324,1008.81
7/4/2019,48324,1008.25
8/4/2019,48324,1007.61
9/4/2019,48324,1007.16
10/4/2019,48324,1007.23
11/4/2019,48324,1005.52
12/4/2019,48324,1005.52
13/4/2019,48324,1006.38
14/4/2019,48324,1007.07
15/4/2019,48324,1006.89
16/4/2019,48324,1007.02
17/4/2019,48324,1006.93
18/4/2019,48324,1005.94
19/4/2019,48324,1004.53
20/4/2019,48324,1003.46
21/4/2019,48324,1003.2
22/4/2019,48324,1005.12
23/4/2019,48324,1008.51
24/4/2019,48324,1007.88
25/4/2019,48324,1006.62
26/4/2019,48324,1005.41
27/4/2019,48324,1005.75
28/4/2019,48324,1006.62
29/4/2019,48324,1006.4
30/4/2019,48324,1005.66
1/5/2019,48324,1005.92
2/5/2019,48324,1006.21
3/5/2019,48324,1006.34
4/5/2019,48324,1006.83
5/5/2019,48324,1005.47
6/5/2019,48324,1003.83
7/5/2019,48324,1003.48
8/5/2019,48324,1003.32
9/5/2019,48324,1003.54
10/5/2019,48324,1005.14
11/5/2019,48324,1006.17
12/5/2019,48324,1005.76
13/5/2019,48324,1006.56
14/5/2019,48324,1006.57
15/5/2019,48324,1007.9
16/5/2019,48324,1006.98
17/5/2019,48324,1005.37
18/5/2019,48324,1005.12
19/5/2019,48324,1005.12
20/5/2019,48324,1005.61
21/5/2019,48324,1006.59
22/5/2019,48324,1007.9
23/5/2019,48324,1007.84
24/5/2019,48324,1006.45
25/5/2019,48324,1004.43
26/5/2019,48324,1003.96
27/5/2019,48324,1003.89
28/5/2019,48324,1004.21
29/5/2019,48324,1005.66
30/5/2019,48324,1006.31
31/5/2019,48324,1006.15
1/6/2019,48324,1006.2
2/6/2019,48324,1006.96
3/6/2019,48324,1007.12
4/6/2019,48324,1006.75
5/6/2019,48324,1006.13
6/6/2019,48324,1007.55
7/6/2019,48324,1008.12
8/6/2019,48324,1006.84
9/6/2019,48324,1005.17
10/6/2019,48324,1004.17
11/6/2019,48324,1004.71
12/6/2019,48324,1005.45
13/6/2019,48324,1005.17
14/6/2019,48324,1005.03
15/6/2019,48324,1005.48
16/6/2019,48324,1005.27
17/6/2019,48324,1004.8
18/6/2019,48324,1004.99
19/6/2019,48324,1005.99
20/6/2019,48324,1007.03
21/6/2019,48324,1006.23
22/6/2019,48324,1004.39
23/6/2019,48324,1003.32
24/6/2019,48324,1005.34
25/6/2019,48324,1006.82
26/6/2019,48324,1005.97
27/6/2019,48324,1004.28
28/6/2019,48324,1003.83
29/6/2019,48324,1004.09
30/6/2019,48324,1004.65
1/7/2019,48324,1005.19
2/7/2019,48324,1005.95
3/7/2019,48324,1005.19
4/7/2019,48324,1003.93
5/7/2019,48324,1005.19
6/7/2019,48324,1005.98
7/7/2019,48324,1006.33
8/7/2019,48324,1007.41
9/7/2019,48324,1007.19
10/7/2019,48324,1007.15
11/7/2019,48324,1008.53
12/7/2019,48324,1008.42
13/7/2019,48324,1007.07
14/7/2019,48324,1005.55
15/7/2019,48324,1004
16/7/2019,48324,1003.83
17/7/2019,48324,1002.49
18/7/2019,48324,1002.18
19/7/2019,48324,1002.7
20/7/2019,48324,1003.84
21/7/2019,48324,1005.33
22/7/2019,48324,1006.27
23/7/2019,48324,1005.65
24/7/2019,48324,1006.6
25/7/2019,48324,1007.62
26/7/2019,48324,1007.78
27/7/2019,48324,1008
28/7/2019,48324,1006.96
29/7/2019,48324,1006.83
30/7/2019,48324,1005.33
31/7/2019,48324,1004.15
1/8/2019,48324,1004.18
2/8/2019,48324,1004.45
3/8/2019,48324,1003.62
4/8/2019,48324,1001.86
5/8/2019,48324,1002.2
6/8/2019,48324,1005.23
7/8/2019,48324,1005.82
8/8/2019,48324,1004.05
9/8/2019,48324,1002.14
10/8/2019,48324,1000.23
11/8/2019,48324,1001.86
12/8/2019,48324,1004.92
13/8/2019,48324,1007.52
14/8/2019,48324,1007.86
15/8/2019,48324,1005.82
16/8/2019,48324,1004.38
17/8/2019,48324,1005.67
18/8/2019,48324,1008.07
19/8/2019,48324,1006.9
20/8/2019,48324,1004.87
21/8/2019,48324,1004.36
22/8/2019,48324,1006.1
23/8/2019,48324,1007.32
24/8/2019,48324,1006.92
25/8/2019,48324,1005.51
26/8/2019,48324,1005.1
27/8/2019,48324,1004.61
28/8/2019,48324,1005.71
29/8/2019,48324,1004.16
30/8/2019,48324,1000.66
31/8/2019,48324,1002.12
1/9/2019,48324,1005.63
2/9/2019,48324,1006.51
3/9/2019,48324,1005.44
4/9/2019,48324,1004.96
5/9/2019,48324,1005.66
6/9/2019,48324,1005.84
7/9/2019,48324,1007.21
8/9/2019,48324,1007.53
9/9/2019,48324,1006.56
10/9/2019,48324,1007.56
11/9/2019,48324,1011.39
12/9/2019,48324,1011.5
13/9/2019,48324,1008.85
14/9/2019,48324,1007.24
15/9/2019,48324,1007.26
16/9/2019,48324,1006.65
17/9/2019,48324,1007.14
18/9/2019,48324,1008.77
19/9/2019,48324,1010.34
20/9/2019,48324,1009.18
21/9/2019,48324,1009.38
22/9/2019,48324,1011.41
23/9/2019,48324,1013.63
24/9/2019,48324,1013.94
25/9/2019,48324,1014.89
26/9/2019,48324,1014.72
27/9/2019,48324,1015.13
28/9/2019,48324,1014.19
29/9/2019,48324,1013.19
30/9/2019,48324,1010.12
1/10/2019,48324,1009.58
2/10/2019,48324,1009.81
3/10/2019,48324,1009.73
4/10/2019,48324,1009.92
5/10/2019,48324,1011.05
6/10/2019,48324,1011.23
7/10/2019,48324,1011.48
8/10/2019,48324,1011.91
9/10/2019,48324,1011.36
10/10/2019,48324,1010.86
11/10/2019,48324,1010.5
12/10/2019,48324,1009.47
13/10/2019,48324,1010.82
14/10/2019,48324,1012.63
15/10/2019,48324,1013.36
16/10/2019,48324,1013.34
17/10/2019,48324,1012.87
18/10/2019,48324,1012.63
19/10/2019,48324,1013.34
20/10/2019,48324,1012.95
21/10/2019,48324,1011.01
22/10/2019,48324,1008.78
23/10/2019,48324,1007.98
24/10/2019,48324,1009.15
25/10/2019,48324,1011.18
26/10/2019,48324,1011.65
27/10/2019,48324,1010.94
28/10/2019,48324,1010.77
29/10/2019,48324,1011.23
30/10/2019,48324,1010.9
31/10/2019,48324,1010.58
1/11/2019,48324,1010.9
2/11/2019,48324,1011
3/11/2019,48324,1010.93
4/11/2019,48324,1011.96
5/11/2019,48324,1010.25
6/11/2019,48324,1008.85
7/11/2019,48324,1010.35
8/11/2019,48324,1013.45
9/11/2019,48324,1013.53
10/11/2019,48324,1011.77
11/11/2019,48324,1009.96
12/11/2019,48324,1010.3
13/11/2019,48324,1012.13
14/11/2019,48324,1014.12
15/11/2019,48324,1012.59
16/11/2019,48324,1010.89
17/11/2019,48324,1010.02
18/11/2019,48324,1011.18
19/11/2019,48324,1012.22
20/11/2019,48324,1013.01
21/11/2019,48324,1013.69
22/11/2019,48324,1013.65
23/11/2019,48324,1012.89
24/11/2019,48324,1012.76
25/11/2019,48324,1014.18
26/11/2019,48324,1014.26
27/11/2019,48324,1013.63
28/11/2019,48324,1013.6
29/11/2019,48324,1013.58
30/11/2019,48324,1013.29
1/12/2019,48324,1012.61
2/12/2019,48324,1013.46
3/12/2019,48324,1014.92
4/12/2019,48324,1016.93
5/12/2019,48324,1018.2
6/12/2019,48324,1019.84
7/12/2019,48324,1019.58
8/12/2019,48324,1019.8
9/12/2019,48324,1017.84
10/12/2019,48324,1015.56
11/12/2019,48324,1014.32
12/12/2019,48324,1015.12
13/12/2019,48324,1016.49
14/12/2019,48324,1016.32
15/12/2019,48324,1014.74
16/12/2019,48324,1013.54
17/12/2019,48324,1013.39
18/12/2019,48324,1012.67
19/12/2019,48324,1012.17
20/12/2019,48324,1011.43
21/12/2019,48324,1011.94
22/12/2019,48324,1011.72
23/12/2019,48324,1012.11
24/12/2019,48324,1012.47
25/12/2019,48324,1011.3
26/12/2019,48324,1011.8
27/12/2019,48324,1011.95
28/12/2019,48324,1012.41
29/12/2019,48324,1013.05
30/12/2019,48324,1015.4
31/12/2019,48324,1017.34
1/1/2020,48324,1017.89
2/1/2020,48324,1017.84
3/1/2020,48324,1015.76
4/1/2020,48324,1013.29
5/1/2020,48324,1012.79
6/1/2020,48324,1012.59
7/1/2020,48324,1011.98
8/1/2020,48324,1012.15
9/1/2020,48324,1011.76
10/1/2020,48324,1010.36
11/1/2020,48324,1010.12
12/1/2020,48324,1010.66
13/1/2020,48324,1010.63
14/1/2020,48324,1011.45
15/1/2020,48324,1011.64
16/1/2020,48324,1011.76
17/1/2020,48324,1012.76
18/1/2020,48324,1011.94
19/1/2020,48324,1012.36
20/1/2020,48324,1013.56
21/1/2020,48324,1014.69
22/1/2020,48324,1013.3
23/1/2020,48324,1011.48
24/1/2020,48324,1011.19
25/1/2020,48324,1009.61
26/1/2020,48324,1010
27/1/2020,48324,1009.16
28/1/2020,48324,1010.71
29/1/2020,48324,1012.91
30/1/2020,48324,1012.13
31/1/2020,48324,1012.51
1/2/2020,48324,1012.89
2/2/2020,48324,1013.56
3/2/2020,48324,1012.49
4/2/2020,48324,1011.42
5/2/2020,48324,1010.79
6/2/2020,48324,1011.54
7/2/2020,48324,1012.44
8/2/2020,48324,1013.3
9/2/2020,48324,1014.56
10/2/2020,48324,1014.14
11/2/2020,48324,1013.46
12/2/2020,48324,1012.12
13/2/2020,48324,1010.46
14/2/2020,48324,1009.08
15/2/2020,48324,1009.8
16/2/2020,48324,1011.69
17/2/2020,48324,1012.68
18/2/2020,48324,1013.98
19/2/2020,48324,1014.55
20/2/2020,48324,1014.4
21/2/2020,48324,1016.5
22/2/2020,48324,1017.76
23/2/2020,48324,1016.3
24/2/2020,48324,1013.09
25/2/2020,48324,1011.22
26/2/2020,48324,1011.38
27/2/2020,48324,1010.7
28/2/2020,48324,1009.57
29/2/2020,48324,1009.13
1/3/2020,48324,1009.04
2/3/2020,48324,1008.55
3/3/2020,48324,1008.64
4/3/2020,48324,1009.16
5/3/2020,48324,1009.47
6/3/2020,48324,1010.74
7/3/2020,48324,1010.84
8/3/2020,48324,1008.31
9/3/2020,48324,1006.09
10/3/2020,48324,1007.03
11/3/2020,48324,1008.06
12/3/2020,48324,1009.54
13/3/2020,48324,1010.14
14/3/2020,48324,1009.02
15/3/2020,48324,1009.71
16/3/2020,48324,1010.79
17/3/2020,48324,1010.33
18/3/2020,48324,1007.96
19/3/2020,48324,1007.44
20/3/2020,48324,1008.4
21/3/2020,48324,1009.47
22/3/2020,48324,1008.88
23/3/2020,48324,1008.01
24/3/2020,48324,1006.8
25/3/2020,48324,1006.26
26/3/2020,48324,1007.87
27/3/2020,48324,1007.99
28/3/2020,48324,1006.93
29/3/2020,48324,1006.06
30/3/2020,48324,1006.38
31/3/2020,48324,1006.88
1/4/2020,48324,1006.49
2/4/2020,48324,1006.92
3/4/2020,48324,1008.15
4/4/2020,48324,1008.46
5/4/2020,48324,1008.63
6/4/2020,48324,1007.66
7/4/2020,48324,1006.41
8/4/2020,48324,1007.61
9/4/2020,48324,1008.72
10/4/2020,48324,1010.38
11/4/2020,48324,1009.87
12/4/2020,48324,1007.96
13/4/2020,48324,1008.88
14/4/2020,48324,1011.06
15/4/2020,48324,1010.08
16/4/2020,48324,1008.09
17/4/2020,48324,1007.74
18/4/2020,48324,1009.11
19/4/2020,48324,1007.98
20/4/2020,48324,1007.78
21/4/2020,48324,1006.19
22/4/2020,48324,1006.46
23/4/2020,48324,1007.49
24/4/2020,48324,1008.32
25/4/2020,48324,1010.64
26/4/2020,48324,1011.5
27/4/2020,48324,1014.29
28/4/2020,48324,1011.97
29/4/2020,48324,1010.96
30/4/2020,48324,1011.19
1/5/2020,48324,1009.14
2/5/2020,48324,1008.39
3/5/2020,48324,1007.34
4/5/2020,48324,1007.9
5/5/2020,48324,1006.33
6/5/2020,48324,1005.42
7/5/2020,48324,1005.35
8/5/2020,48324,1006.02
9/5/2020,48324,1007.12
10/5/2020,48324,1007.35
11/5/2020,48324,1008.8
12/5/2020,48324,1008.26
13/5/2020,48324,1006.85
14/5/2020,48324,1007.02
15/5/2020,48324,1004.8
16/5/2020,48324,1003.98
17/5/2020,48324,1003.38
18/5/2020,48324,1003.53
19/5/2020,48324,1004.57
20/5/2020,48324,1004.36
21/5/2020,48324,1006.21
22/5/2020,48324,1005.87
23/5/2020,48324,1005.18
24/5/2020,48324,1005.87
25/5/2020,48324,1007.23
26/5/2020,48324,1007.4
27/5/2020,48324,1006.65
28/5/2020,48324,1006.95
29/5/2020,48324,1007.89
30/5/2020,48324,1008.19
31/5/2020,48324,1009.14
1/6/2020,48324,1008.03
2/6/2020,48324,1007.08
3/6/2020,48324,1006.61
4/6/2020,48324,1006
5/6/2020,48324,1006.01
6/6/2020,48324,1005.97
7/6/2020,48324,1005.74
8/6/2020,48324,1005.32
9/6/2020,48324,1005.6
10/6/2020,48324,1006.36
11/6/2020,48324,1005.94
12/6/2020,48324,1004.31
13/6/2020,48324,1002.93
14/6/2020,48324,1004.81
15/6/2020,48324,1006.1
16/6/2020,48324,1006.71
17/6/2020,48324,1006.53
18/6/2020,48324,1007.85
19/6/2020,48324,1006.98
20/6/2020,48324,1006.27
21/6/2020,48324,1005.15
22/6/2020,48324,1005.06
23/6/2020,48324,1006.62
24/6/2020,48324,1006.93
25/6/2020,48324,1005.8
26/6/2020,48324,1005.83
27/6/2020,48324,1006.04
28/6/2020,48324,1005.35
29/6/2020,48324,1004.67
30/6/2020,48324,1004.53
1/7/2020,48324,1004.27
2/7/2020,48324,1003.2
3/7/2020,48324,1004.4
4/7/2020,48324,1006.2
5/7/2020,48324,1005.42
6/7/2020,48324,1004.49
7/7/2020,48324,1005.92
8/7/2020,48324,1007.34
9/7/2020,48324,1005.48
10/7/2020,48324,1005.62
11/7/2020,48324,1005.58
12/7/2020,48324,1005.3
13/7/2020,48324,1005.89
14/7/2020,48324,1006.95
15/7/2020,48324,1005.72
16/7/2020,48324,1004.57
17/7/2020,48324,1005.81
18/7/2020,48324,1006.99
19/7/2020,48324,1006.69
20/7/2020,48324,1006.47
21/7/2020,48324,1007.01
22/7/2020,48324,1006.61
23/7/2020,48324,1007.1
24/7/2020,48324,1007.06
25/7/2020,48324,1006.27
26/7/2020,48324,1006.22
27/7/2020,48324,1005.62
28/7/2020,48324,1006.32
29/7/2020,48324,1007.64
30/7/2020,48324,1006.42
31/7/2020,48324,1003.57
1/8/2020,48324,1001.59
2/8/2020,48324,999.34
3/8/2020,48324,998.11
4/8/2020,48324,1000.82
5/8/2020,48324,1003.77
6/8/2020,48324,1006.12
7/8/2020,48324,1005.18
8/8/2020,48324,1004.49
9/8/2020,48324,1004.13
10/8/2020,48324,1005.7
11/8/2020,48324,1005.84
12/8/2020,48324,1005.96
13/8/2020,48324,1005.25
14/8/2020,48324,1006
15/8/2020,48324,1007.3
16/8/2020,48324,1007.32
17/8/2020,48324,1006.17
18/8/2020,48324,1006.44
19/8/2020,48324,1006.34
20/8/2020,48324,1006.92
21/8/2020,48324,1008.18
22/8/2020,48324,1006.56
23/8/2020,48324,1006.29
24/8/2020,48324,1008.17
25/8/2020,48324,1008.06
26/8/2020,48324,1007.55
27/8/2020,48324,1005.54
28/8/2020,48324,1003.89
29/8/2020,48324,1004.47
30/8/2020,48324,1004.89
31/8/2020,48324,1006.04
1/9/2020,48324,1007.84
2/9/2020,48324,1008.29
3/9/2020,48324,1007.52
4/9/2020,48324,1007.39
5/9/2020,48324,1006.3
6/9/2020,48324,1005.95
7/9/2020,48324,1006.34
8/9/2020,48324,1007.26
9/9/2020,48324,1007.7
10/9/2020,48324,1006.03
11/9/2020,48324,1006.75
12/9/2020,48324,1008.63
13/9/2020,48324,1009.04
14/9/2020,48324,1008.06
15/9/2020,48324,1007.52
16/9/2020,48324,1006.72
17/9/2020,48324,1004.96
18/9/2020,48324,1002.1
19/9/2020,48324,1000.3
20/9/2020,48324,1005.21
21/9/2020,48324,1008.76
22/9/2020,48324,1008.74
23/9/2020,48324,1008.25
24/9/2020,48324,1009.26
25/9/2020,48324,1008.14
26/9/2020,48324,1007.68
27/9/2020,48324,1006.43
28/9/2020,48324,1005.63
29/9/2020,48324,1006.24
30/9/2020,48324,1005.89
1/10/2020,48324,1005.52
2/10/2020,48324,1006.08
3/10/2020,48324,1007.32
4/10/2020,48324,1008.07
5/10/2020,48324,1008.19
6/10/2020,48324,1008.82
7/10/2020,48324,1008.65
8/10/2020,48324,1008.19
9/10/2020,48324,1008.95
10/10/2020,48324,1008.77
11/10/2020,48324,1006.78
12/10/2020,48324,1005.7
13/10/2020,48324,1006.71
14/10/2020,48324,1006.13
15/10/2020,48324,1005.5
16/10/2020,48324,1006.5
17/10/2020,48324,1007.43
18/10/2020,48324,1008.77
19/10/2020,48324,1010.45
20/10/2020,48324,1011.83
21/10/2020,48324,1012.05
22/10/2020,48324,1010.37
23/10/2020,48324,1010.44
24/10/2020,48324,1010.86
25/10/2020,48324,1010.76
26/10/2020,48324,1009.64
27/10/2020,48324,1010.02
28/10/2020,48324,1009.26
29/10/2020,48324,1008.56
30/10/2020,48324,1010.6
31/10/2020,48324,1012.25
1/11/2020,48324,1012.33
2/11/2020,48324,1012.25
3/11/2020,48324,1012.76
4/11/2020,48324,1012.37
5/11/2020,48324,1012.67
6/11/2020,48324,1012.94
7/11/2020,48324,1013.61
8/11/2020,48324,1014.22
9/11/2020,48324,1013.58
10/11/2020,48324,1013.54
11/11/2020,48324,1014.89
12/11/2020,48324,1015.04
13/11/2020,48324,1012.95
14/11/2020,48324,1012.09
15/11/2020,48324,1012.9
16/11/2020,48324,1012.53
17/11/2020,48324,1011.18
18/11/2020,48324,1010.08
19/11/2020,48324,1009.38
20/11/2020,48324,1009.82
21/11/2020,48324,1010.12
22/11/2020,48324,1011.97
23/11/2020,48324,1012.86
24/11/2020,48324,1013.12
25/11/2020,48324,1013.02
26/11/2020,48324,1013.72
27/11/2020,48324,1014.77
28/11/2020,48324,1015.06
29/11/2020,48324,1014.71
30/11/2020,48324,1014.83
1/12/2020,48324,1015.57
2/12/2020,48324,1013.85
3/12/2020,48324,1013.69
4/12/2020,48324,1013.96
5/12/2020,48324,1015.61
6/12/2020,48324,1015.48
7/12/2020,48324,1015.45
8/12/2020,48324,1015.14
9/12/2020,48324,1013.4
10/12/2020,48324,1012.79
11/12/2020,48324,1012.68
12/12/2020,48324,1011.48
13/12/2020,48324,1009.9
14/12/2020,48324,1010.57
15/12/2020,48324,1012.53
16/12/2020,48324,1013.39
17/12/2020,48324,1012.74
18/12/2020,48324,1012.96
19/12/2020,48324,1014.15
20/12/2020,48324,1015.93
21/12/2020,48324,1016.63
22/12/2020,48324,1015.64
23/12/2020,48324,1013.59
24/12/2020,48324,1012.41
25/12/2020,48324,1012.05
26/12/2020,48324,1011.88
27/12/2020,48324,1010.73
28/12/2020,48324,1009.54
29/12/2020,48324,1010.4
30/12/2020,48324,1012.47
31/12/2020,48324,1014.93
1/1/2021,48324,1016.63
2/1/2021,48324,1015.86
3/1/2021,48324,1014.22
4/1/2021,48324,1014.78
5/1/2021,48324,1013.65
6/1/2021,48324,1011.37
7/1/2021,48324,1010.1
8/1/2021,48324,1010.98
9/1/2021,48324,1012.27
10/1/2021,48324,1012.4
11/1/2021,48324,1013.93
12/1/2021,48324,1017.98
13/1/2021,48324,1016.51
14/1/2021,48324,1013.74
15/1/2021,48324,1010.76
16/1/2021,48324,1010.34
17/1/2021,48324,1013.46
18/1/2021,48324,1015.55
19/1/2021,48324,1014.3
20/1/2021,48324,1012.96
21/1/2021,48324,1011.79
22/1/2021,48324,1010.9
23/1/2021,48324,1010.39
24/1/2021,48324,1011.17
25/1/2021,48324,1011.19
26/1/2021,48324,1010.64
27/1/2021,48324,1010.73
28/1/2021,48324,1012.07
29/1/2021,48324,1012.76
30/1/2021,48324,1012.96
31/1/2021,48324,1013.12
